set_number,err_true,err_train,err_cv,err_loo,err_grid_buffer,err_sloo
89,1.985884183054888,1.9758381518635841,1.9954818269304073,1.9912199288094177,1.9821109466230542,1.988261629223842
90,1.9977030071979522,2.0010604782893906,2.0159462763636173,2.0166262794043415,2.018017940642986,2.016334151077223
91,1.987945447790125,2.089064058490065,2.1084237933551067,2.1050411880650057,2.1023150738017122,2.105408053707681
92,1.9972714185687612,2.0438207128680395,2.0600334471808375,2.061158253666507,2.0373566799255247,2.0598001214421333
93,1.9904573544234303,1.8805452104703135,1.8986681500761777,1.8961803860291295,1.883543391368227,1.9014658751105906
94,1.9832732404517728,1.89762522267295,1.9159828014009666,1.9131229122416429,1.9063676497480702,1.913499209715517
95,1.9851558654280044,2.006515000146251,2.02460172819801,2.0228079732436894,2.0113119609694396,2.0222509200961025
96,1.985832553847382,2.031230417821356,2.0459402522013823,2.0476127105959896,2.0531598258658366,2.055950709103871
97,1.9821577764281209,2.0494815093667595,2.067171832965278,2.0665273148169225,2.0559440538928047,2.06640267775107
98,1.9884839245166612,1.997043918208223,2.014695551081213,2.0136041595479437,2.0211757631204863,2.016253931656277
99,1.98683165300284,1.9784315528112588,1.995313666657502,1.9946875282372831,2.0141643579485486,1.9970825278153863
100,1.9870181578492674,2.0421264205321927,2.0563962157975104,2.0579767226806824,2.0432009170124643,2.0585893501440733
